_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
amazon:114,0,amazon:1080,amazon:2011,adventure workshop 4th-6th grade 7th edition,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,encore software,,19.99,17.97
amazon:115,0,amazon:1345,amazon:2757,jumpstart advanced preschool v2 .0,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,knowledge adventure,,19.99,19.99
amazon:116,1,amazon:378,amazon:2628,aquarium 3-in-one collection ( win/mac ),aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),encore software,,19.99,19.95
amazon:117,0,amazon:924,amazon:1118,hoyle casino ( 2007 ),hoyle ( r ) card games 2007,encore,,19.99,19.99
amazon:118,0,amazon:649,amazon:69,mcafee total protection 2007 3 users,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,mcafee,,99.99,86.94
amazon:119,0,amazon:522,amazon:2959,microsoft visio standard 2007,microsoft windows vista business full version,microsoft,,259.95,249.95
amazon:120,0,amazon:26,amazon:3019,adobe premiere pro cs3 upgrade,premiere pro cs3 mac,adobe,,299.0,808.15
amazon:121,0,amazon:128,amazon:1789,procurve vpn client software unlimited client licenses,sr2116010 safenet softremote vpn client license 5 users win,hewlett packard,,,184.57
amazon:122,0,amazon:772,amazon:151,adobe illustrator cs3 [ mac ],adobe indesign cs3 for mac upgrade,adobe,,599.0,205.99
amazon:123,0,amazon:1272,amazon:1032,punch ! home design architectural series 18,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,punch ! software,,129.99,45.97
amazon:124,0,amazon:606,amazon:1183,microsoft office 2004 professional ( mac ),web easy ( r ) professional 6,microsoft,,499.99,49.99
amazon:125,0,amazon:858,amazon:1159,microsoft onenote 2007 upgrade,microsoft ( r ) office 2004 for mac standard edition upgrade version,microsoft,,79.95,234.95
amazon:126,0,amazon:412,amazon:426,adobe creative suite cs3 web premium upsell [ mac ],adobe cs3 production premium upgrade,adobe,,1399.0,822.99
amazon:127,0,amazon:333,amazon:2524,adobe after effects 7.0 professional ( mac ),adobe after effects cs3 professional software for windows effects software,adobe,,999.0,998.95
amazon:128,0,amazon:371,amazon:1162,microsoft powerpoint 2004 upgrade ( mac ),microsoft ( r ) access 2007,microsoft,,109.99,109.99
amazon:129,0,amazon:838,amazon:2209,computrace lojack for laptops 3 year license ( mac ),absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,99.95,85.97
amazon:130,0,amazon:1287,amazon:1033,punch ! 5 in 1 home design,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,punch ! software,,39.99,168.97
amazon:131,0,amazon:635,amazon:403,family tree maker version 16 essentials,encore inc family tree maker 2008 platinum,encore,,29.95,85.07
amazon:132,0,amazon:1055,amazon:243,high school advantage 2007,encore inc math advantage 2008,encore software,,29.95,33.89
amazon:133,0,amazon:157,amazon:2503,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,adobe systems inc,,,149.95
amazon:134,0,amazon:593,amazon:371,adobe indesign cs3 upgrade [ mac ],adobe photoshop cs3 for mac upgrade,adobe,,199.0,189.99
amazon:135,1,amazon:955,amazon:851,turbocad mac 3d for mac,imsi design llc turbocad mac 3d,imsi,,249.99,204.67
amazon:136,0,amazon:512,amazon:2154,microsoft windows xp professional upgrade with sp2,adobe after effects professional 7 software for windows effects software,microsoft software,,199.99,999.0
amazon:137,0,amazon:320,amazon:264,quicken 2007 premier,intuit inc quickbooks premier edition 2007 5 user,intuit,,79.95,1309.31
amazon:138,0,amazon:753,amazon:2206,microsoft office & windows training professional,microsoft office 2004 software suite oem mac apple & mac software,topics entertainment,,49.95,239.95
amazon:139,1,amazon:586,amazon:2530,quickbooks premier professional services edition 2007,intuit quickbooks premier professional services edition 2007 software win tax & finance software,intuit,,399.95,349.95
amazon:140,0,amazon:139,amazon:1763,adobe creative suite cs3 design premium upsell [ mac ],29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,1599.0,1687.48
amazon:141,0,amazon:923,amazon:897,adobe illustrator cs3 upgrade [ mac ],adobe contribute cs3 upgrade,adobe,,199.0,82.99
amazon:142,0,amazon:93,amazon:1512,microsoft office frontpage 2003 academic version windows ),microsoft w87-02380 office sbe 2007 win32,microsoft,,159.98,400.34
amazon:143,0,amazon:393,amazon:137,microsoft visual studio test agent 2005 cd 1 processor license,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,microsoft software,,5099.0,757.74
amazon:144,0,amazon:541,amazon:2837,microsoft onenote 2007,microsoft money 2007 home and business ( pc ),microsoft,,99.95,89.99
amazon:145,0,amazon:1246,amazon:1236,peachtree by sage complete accounting 2007,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,sage software,,269.99,144.59
amazon:146,0,amazon:613,amazon:3113,math missions : the amazing arcade adventure grades 3-5,math missions : the race to spectacle city arcade ( grades k-2 ),scholastic,,19.99,8.49
amazon:147,0,amazon:654,amazon:367,acrobat professional 8 ( windows ),adobe acrobat v8 .0 professional for mac upgrade,adobe,,273.0,145.99
amazon:148,0,amazon:1176,amazon:2201,valuesoft tune transfer for ipod software for windows xp,adobe captivate 2 software for windows presentation software,valuesoft,,29.95,598.95
amazon:149,0,amazon:326,amazon:3,math missions : the race to spectacle city arcade ( grades k-2 ),math missions : the amazing arcade adventure ( grades 3-5 ),scholastic,,29.95,12.95
amazon:150,0,amazon:571,amazon:137,microsoft visio standard 2007 version upgrade,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,microsoft,,129.95,757.74
amazon:151,0,amazon:362,amazon:3099,national geographic photo gallery ( jewel case ),merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),topics entertainment,,9.99,9.59
amazon:152,0,amazon:3,amazon:1256,peachtree by sage premium accounting for nonprofits 2007,peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2004 version,sage software,,599.99,199.99
amazon:153,1,amazon:660,amazon:235,usa/world extreme landscapes bundle,abacus usa/world extreme landscapes bundle,abacus,,39.95,38.43
amazon:154,0,amazon:1266,amazon:2614,sony sound forge audio studio 8,sony creative software sound forge audio studio v. 8.0 complete product,sony-pictures-digital-entertainment,,69.99,55.29
amazon:155,0,amazon:132,amazon:1640,upgrade emc retrospect 7.5 multi server windows only,retrospect 7.5 prof win upg only pz24a0075,dantz,emc,,54.68
amazon:156,0,amazon:804,amazon:2401,digidesign music production toolkit ( pro tools le ),make songwriter software music production software,digidesign,,495.0,37.95
amazon:157,0,amazon:1284,amazon:3026,punch ! master landscape & home design,punch software 90500 home design studio mac,punch ! software,punch software,99.99,135.99
amazon:158,0,amazon:606,amazon:3160,microsoft office 2004 professional ( mac ),microsoft ( r ) windows ( r ) xp professional edition with sp2,microsoft,,499.99,199.99
amazon:159,0,amazon:837,amazon:2606,adobe photoshop cs3 extended upgrade [ mac ],adobe photoshop cs3 extended software full version for macintosh,adobe,,349.0,969.0
amazon:160,0,amazon:689,amazon:2932,family tree maker version 16 collectors edition,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,encore software,,,42.97
amazon:161,0,amazon:44,amazon:3022,instant immersion language lab deluxe edition,instant immersion 33 languages,topics entertainment,,,47.36
amazon:162,0,amazon:78,amazon:288,emedia intermediate guitar method os x,emedia music corp emedia intermediate guitar method,emedia,,59.99,49.21
amazon:163,0,amazon:1111,amazon:127,apple final cut studio 2 ( mac ),ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,apple,,1299.0,460.7
amazon:164,0,amazon:1101,amazon:2889,steinberg cubase studio 4,steinberg studio case 2 music production system educational discount music production software,steinberg,,499.99,164.95
amazon:165,0,amazon:1105,amazon:2161,punch ! master landscape & home design,instant landscape design 3.0,punch ! software,,59.99,17.9
amazon:166,0,amazon:944,amazon:1117,registry mechanic by encore software,software,encore software,,46.52,736.95
amazon:167,0,amazon:986,amazon:2130,cubase 4 competitive crossgrade,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,steinberg ( yamaha ),,549.99,199.95
amazon:168,1,amazon:95,amazon:1630,autocad 2007 courseware customizing the interface,autocad 2007 coursewarecustomizing the interface,autodesk psg,,47.95,39.69
amazon:169,1,amazon:759,amazon:1949,humorous greeting card factory,nova development ghw humorous greeting card factory,nova development,nova development,29.99,29.99
amazon:170,0,amazon:1287,amazon:783,punch ! 5 in 1 home design,punch software 20100 punch ! 5 in 1 home design,punch ! software,punch software,39.99,35.99
amazon:171,0,amazon:322,amazon:2308,adobe premiere pro 2.0,adobe premiere pro cs3 video editing software for mac av production software,adobe,,849.0,798.95
amazon:172,0,amazon:146,amazon:2816,microsoft mappoint 2006 standard edition,microsoft word 2007 upgrade ( pc ),microsoft,,299.0,109.95
amazon:173,0,amazon:256,amazon:1774,hallmark card studio 2005 deluxe,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierra home,sierrahome,49.99,19.26
amazon:174,0,amazon:274,amazon:3021,instant immersion italian 2.0,instant immers spanish dlux 2,topics entertainment,,29.99,36.11
amazon:175,1,amazon:1158,amazon:912,burning monkey solitaire 2005 edition,freeverse burning monkey solitaire 3d,freeverse software,,24.99,24.99
amazon:176,0,amazon:378,amazon:2993,aquarium 3-in-one collection ( win/mac ),fallout collection ( dvd-rom ),encore software,,19.99,24.49
amazon:177,0,amazon:348,amazon:2165,microsoft office & windows training,microsoft microsoft office pro 2004 software suite mac apple & mac software,topics entertainment,,29.99,498.95
amazon:178,0,amazon:1170,amazon:1085,steinberg cubase 4 digital audio software,sony media software sound forge 9 digital audio production suite music production software,steinberg,,999.99,299.95
amazon:179,0,amazon:737,amazon:955,adobe photoshop cs2 ( mac ) [ old version ],adobe pagemaker 7.0 for mac version upgrade,adobe,,649.0,79.99
amazon:180,0,amazon:175,amazon:2833,diskeeper 2007 professional single lic pack,microsoft office accounting professional 2007 ( pc ),diskeeper corporation,,79.21,229.95
amazon:181,0,amazon:516,amazon:531,adobe creative suite cs3 design premium upgrade [ mac ],adobe cs3 web premium upgrade,adobe,,599.0,517.99
amazon:182,0,amazon:1264,amazon:2426,punch ! professional home design suite,punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,punch ! software,,69.99,59.97
amazon:183,0,amazon:176,amazon:3022,instant immersion japanese ( audio book ),instant immersion 33 languages,topics entertainment,,,47.36
amazon:184,0,amazon:1244,amazon:1319,peachtree by sage pro accounting 2007,laser checks for peachtree ( r ) accounting for windows 8.0-2005,sage software,,169.99,106.29
amazon:185,0,amazon:1095,amazon:952,allume aquazone seven seas deluxe,allume aquazone bass edition,allume,smith-micro-software,38.89,19.99
amazon:186,0,amazon:1013,amazon:3192,marine aquarium 2.0 ( pc & mac ),marine aquarium & goldfish aquarium,encore,,29.99,19.99
